productcode,productname,productweight,productprice,productdescription,productdescription_abovepricing,photourl,Mariell Link,Category,SKU,Name,Description,List Price,Cost to Us,MAP Price,Weight,No. of Images,Has Options,SincereWedding Link
660N,Classic Cubic Zirconia Teardrop Bridal Necklace,0.1,18.5,"This classic teardrop cubic zirconia wholesale bridal necklace adds just the right amount of sparkle to your wedding, bridesmaids or prom dress. This lovely silver rhodium plated adjustable necklace measures 16"" to 18"" and the teardrop measures 3/4""h. This necklace is specially matched to our earring style 660E.","Mariell's classic CZ teardrop wholesale wedding necklace add just the right amount of sparkle to your wedding, bridesmaids or prom dress.",http://www.mariellonline.com/v/vspfiles/photos/660N-1.jpg,,,,,,,,,,,,
665EC-CR,"<span style=""color:#CE4330;"">DISCONTINUED</span>",0.1,0,"Mariell's dramatic clip-on chandelier earrings feature bold vintage ribbons with shimmering Austrian crystals. These striking clip earrings are 3 1/4"" h with teardrop dangles in faux crystal for ultimate lightweight comfort.  These clip earrings make a great fashion accessory for weddings, pageants and mothers of the bride.","<b>DISCONTINUED:</b> Please see our related products for similar items. Call us at 1-800-248-6264 or email to <a href=""mailto:sales@mariellonline.com?Subject=Discontinued%20Item"">sales@mariellonline.com</a> and we'll be happy to suggest a substitute.",http://www.mariellonline.com/v/vspfiles/photos/665EC-CR-1.jpg,,,,,,,,,,,,
667S-S,Freshwater Pearl Cluster Bridal Necklace Set,0.13,42.95,"Mariell's enchanting freshwater pearl and crystal bridal necklace and earrings set will bring exotic beauty to your beach or destination wedding. The adjustable 16"" - 19"" necklace is hand-crafted on delicate silver wire and shimmers with an Austrian crystal pendant measuring 1 1/2"" h. The matching floral earrings are 1"" h.",Mariell's enchanting wholesale freshwater pearl and crystal bridal necklace and earring set will bring exotic beauty to your beach or destination wedding.,http://www.mariellonline.com/v/vspfiles/photos/667S-S-1.jpg,,,,,,,,,,,,
671E,CZ Chandelier Bridal Earrings with Pears and Rounds,0.13,29.95,"These top-selling Mariell bridal chandelier earrings with elegant CZ pears and rounds will adorn any special occasion or bridal gown. These wholesale wedding earrings are also beautiful for mothers of the bride. They measure 2"" long and are plated in high quality silver rhodium for that look of platinum and diamonds.",Mariell's top selling wholesale bridal chandelier earrings with rich CZ pears and rounds will adorn any bride and are popular for mothers of the bride.,http://www.mariellonline.com/v/vspfiles/photos/671E-1.jpg,,,,,,,,,,,,
673S,Bold Crystal Clusters Necklace and Earrings Set,0.23,29,"Mariell's trendy bridal, prom or pageant necklace set spotlights glimmering crystals in a bold cluster design. This wholesale Austrian crystal set features a brilliant 1 3/4"" h dangle earring and an adjustable 19""-21"" necklace. The necklace center measures 1 1/4"" w.","Mariell's trendy bridal, prom or pageant wholesale necklace and dangle earrings set has glimmering Austrian Crystals and a bold cluster design.",http://www.mariellonline.com/v/vspfiles/photos/673S-1.jpg,,,,,,,,,,,,
679E,Cubic Zirconia Multi Shaped Dangle Earrings,0.1,18,"This radiant wholesale bridal or bridesmaid earring features elegant pear-shaped and trillion shaped cubic zirconia stones in a delicate dangle design. This earring has a coordinating pendant style necklace 679N to complete your bridal or prom jewelry for that special day. This stylish earring measures 1 1/4"" h.",These radiant wholesale bridal or bridesmaid earrings features elegant pear-shaped and trillion shaped cubic zirconia stones in a delicate dangle design.,http://www.mariellonline.com/v/vspfiles/photos/679E-1.jpg,,,,,,,,,,,,
679N,Cubic Zirconia Multi Shaped Dangle Necklace,0.04,17,"This radiant bridal or bridesmaid necklace features elegant pear-shaped and trillion shaped cubic zirconia stones in a delicate dangle design. This necklace has a coordinating earring 679E to complete your bridal or prom jewelry for that special day. This stylish adjustable necklace measures 16"" to 18"".",This radiant wholesale bridal or bridesmaid necklace features elegant pear-shaped and trillion shaped cubic zirconia stones in a delicate dangle design.,http://www.mariellonline.com/v/vspfiles/photos/679N-1.jpg,,,,,,,,,,,,
681E,Bridal Earring with CZ Marquis and Long Pear Dangle,0.1,24,"These striking Cubic Zirconia dangle earrings will accessorize any bridal or prom gown or special occasion dress. These sleek wholesale wedding earrings from Mariell are richly plated in platinum-like silver rhodium and measure 1 3/4"" h.","Mariell's striking CZ wholesale bridal earrings will accessorize any bridal, bridesmaid or prom gown with its unique long pear dangle.",http://www.mariellonline.com/v/vspfiles/photos/681E-1.jpg,,,,,,,,,,,,
685B,Pear shaped Cubic Zirconia Wholesale Bridal Bracelet,0.12,31.5,"This magnificent pear shaped CZ bracelet is one of our most popular bridal jewelry designs. It is plated in lustrous rhodium and measures 7"". It has the safety clasp used in fine jewelry giving it the ultimate ""look of real"". There is a beautifully coordinated earring 685E, a necklace 685N and a matching necklace extender 685M.This is a top-selling design for our brides. The bracelet is also popular for mothers of the bride.",This stunning CZ bridal bracelet is one of our most popular bracelets for brides or mothers of the bride. It has the look of fine jewelry,http://www.mariellonline.com/v/vspfiles/photos/685B-1.jpg,,,,,,,,,,,,
685E,Cubic Zirconia Triple Pears Drop Bridal Earrings,0.1,15,"Mariell's beautiful graduated pear-shaped wholesale wedding earring is traditional yet adds glamour to any wedding attire. This earring is a top seller for brides and popular as well for mother of the bride. This genuine cubic zirconia earring measures 1 1/4"" h and matches our stunning necklace 685N, our necklace extender 685M and our pear-shaped bracelet 685B.","These wholesale bridal drop earrings with triple graduated CZ pears is a lovely accent for any wedding, prom, bridesmaid or mother of the bride dress.",http://www.mariellonline.com/v/vspfiles/photos/685E-1.jpg,,,,,,,,,,,,
685M-2-S,Cubic Zirconia Necklace Extender,0.1,8.95,"This elegant CZ 2"" necklace extender is specially designed to fit Mariell's beautiful necklace 685N. This will extend the necklace from 16"" to 18"". Great for accommodating plus sizes or a gown with a plunging neckline.","This elegant CZ 2"" necklace extender is specially designed to fit Mariell's beautiful necklace 685N. This will extend the necklace from 16"" to 18"".",http://www.mariellonline.com/v/vspfiles/photos/685M-2-S-1.jpg,,,,,,,,,,,,
685N,Graduated Pear Shaped CZ Bridal Necklace,0.12,78,"This fabulous graduated pear-shaped wedding necklace measures 16"" and has a cascading 2 1/2"" pendant. The necklace has a safety clasp as used in fine jewelry giving it the ultimate ""look of real"". For additional length, we our product 685M/2/S which is a 2"" necklace extender designed especially for this necklace. There is also a beautifully coordinated earring 685E and bracelet 685B.",This fabulous wholesale graduated pear-shaped bridal necklace has a cascading pear pendant and a safety clasp as used in fine jewelry.,http://www.mariellonline.com/v/vspfiles/photos/685N-1.jpg,,,,,,,,,,,,
689E-S,Cubic Zirconia Cluster with pear shaped Drop Earrings,0.06,26,"Mariell's wholesale wedding earrings feature a striking cluster of bezel set CZ stones with a beautiful caged pear drop. These 1 1/2"" earrings are plated in lustrous silver rhodium and add sparkle to your special day. We have a spectacular coordinating necklace design 689N/S.",Mariell's wholesale wedding earrings feature a striking cluster of bezel set CZ stones with a lovely caged pear drop which is great for your special day.,http://www.mariellonline.com/v/vspfiles/photos/689E-S-1.jpg,,,,,,,,,,,,
689N-S,Cubic Zirconia Pendant with pear shaped Drop,0.08,29.95,"This wholesale bridal pendant features a striking cluster of bezel set CZ stones with a bold  pear drop. The 1 1/2"" pendant flows elegantly off an adjustable 16"" -18"" chain adorned with cubic zirconia rounds and adds sparkle to your special day. This lavish silver rhodium necklace has a matched earring 689E/S.",This wholesale bridal pendant by Mariell features a striking cluster of bezel set CZ stones with a bold pear drop which adds sparkle to your special day.,http://www.mariellonline.com/v/vspfiles/photos/689N-S-1.jpg,,,,,,,,,,,,
691E-S,Wholesale Cubic Zirconia Petite Chandelier Earrings with Pear Dangles,0.06,21,"These petite chandelier wholesale bridal earrings feature sparkling CZ pear drops and have an elegant pave scroll design. Our sophisticated bridal or bridesmaids delicate chandelier earrings are plated in silver rhodium and measure 1 3/4"" h.",Mariell's petite chandelier wholesale bridal or bridesmaids earrings feature sparkling CZ pear drops and have an elegant pave scroll design.,http://www.mariellonline.com/v/vspfiles/photos/691E-S-1.jpg,,,,,,,,,,,,
696E-S,Wholesale Cubic Zirconia Bridal Chandelier Earrings with Pear Dangles,0.12,33.5,"These opulent chandelier bridal earrings are a dazzling special occasion accessory with intricate etched scrolls and multi-shaped Cubic Zirconia stones. These best-selling silver rhodium wholesale bridal or pageant earrings are 3/4"" wide and cascade down a dramatic 3"".",Mariell's best-selling wholesale bridal or pageant chandelier earrings are a dazzling special occasion accessory with scrolls and multi-shaped CZ stones.,http://www.mariellonline.com/v/vspfiles/photos/696E-S-1.jpg,,,,,,,,,,,,
700E-S,Pave CZ Wedding Earrings with Caged Pearl,0.1,24,"These top-selling Mariell earrings feature CZ clusters with a unique paví© caged pearl drop for a contemporary wedding or special occasion look. Plated in rich silver rhodium, these wholesale earrings measure 1 3/4"" h with a soft críÂme pearl.",Mariell's top-selling wholesale earrings feature CZ clusters with a unique paví© caged pearl drop for a contemporary wedding or special occasion look.,http://www.mariellonline.com/v/vspfiles/photos/700E-S-1.jpg,,,,,,,,,,,,
705B,Graduated Pearl Trios Bridal Bracelet,0.1,45,"Adorn your wedding gown with Mariell's luxurious bridal bracelet featuring graduated pearl trios and cubic zirconia branches . This exquisite 7"" bracelet features lustrous soft creme pearls set in silver rhodium. The bracelet has the safety clasp found on fine jewelry giving it the distinctive ""look of real"".",Adorn your wedding gown with Mariell's luxurious wholesale bridal bracelet featuring soft creme graduated pearl trios and cubic zirconia branches.,http://www.mariellonline.com/v/vspfiles/photos/705B-1.jpg,,,,,,,,,,,,
705E,Cubic Zirconia Waves Wedding Earrings with Cream Pearls,0.1,21,Add glistening sophistication to your store's wholesale wedding jewelry collection with these beautiful Cubic Zirconia earrings with soft ivory pearl drops. These finely crafted silver rhodium plated earrings coordinate with our best selling bracelet 705B sold separately. These pearl drops are also popular for mothers of the bride or any special affair.,"Mariell's sophisticated and sparkling 1 3/8"" h wedding earrings boast Cubic Zirconia waves with 9mm soft cream pearl drops. These finely crafted silver rhodium plated earrings are beautifully matched to our top selling bracelet 705B sold separately.",http://www.mariellonline.com/v/vspfiles/photos/705E-1.jpg,,,,,,,,,,,,
708E-CR,Round Cubic Zirconia Stud Earrings,0.1,7.5,"Beautiful 8mm CZ solitaire stud earrings are of the finest quality Cubic Zirconia plated in silver rhodium. Add subtle sparkle to a wedding or special event and enjoy these classic earrings for everyday wear as well. These elegant round cubic zirconia stud earrings measure 5/16 ""w. No one but you will know these CZ earrings are not real diamonds!",Mariell's beautiful wholesale CZ stud earrings plated in rhodium add subtle sparkle to weddings or special events and are classic earrings for everyday.,http://www.mariellonline.com/v/vspfiles/photos/708E-CR-1.jpg,,,,,,,,,,,,
708E-CR-G,Gold Round Cubic Zirconia Stud Earrings,0.1,7.5,"Beautiful 8mm CZ solitaire stud earrings are of the finest quality Cubic Zirconia plated in 14K gold. Add subtle sparkle to a wedding or special event and enjoy these classic earrings for everyday wear as well. These elegant round cubic zirconia stud earrings measure 5/16 ""w. No one but you will know these CZ earrings are not real diamonds!",Mariell's beautiful wholesale CZ stud earrings plated in 14K gold add subtle sparkle to weddings or special events and are classic earrings for everyday.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
